,Unnamed: 0,Filename,Full_Path,PC1,PC2,PC3,Title,Artist,Album,Genre,Track Number,Duration (seconds),Bitrate (kbps),File Size (bytes),Year,Album Artist,Point_Color
110,110,001720.mp3,data\everything/001720.mp3,-1.8202848732782448,3.6961573814479336,0.4934679181517062,Harken Sunshine,Sun Araw,The Phynx,Psych REPLACE w/ Psych-Rock,2.0,30.03,192.0,720707.0,2008-01-01T00:00:00,,[0.688944 0.865448 0.182725 1.      ]
111,111,001732.mp3,data\everything/001732.mp3,-0.1522917910568988,3.9038148957342846,0.344733673225029,Black Jerusalem,Teeth Mountain,Teeth Mtn CD-R,Experimental,2.0,30.04,256.0,962035.0,2007-01-01T00:00:00,Teeth Mountain,[0.79376  0.880678 0.120005 1.      ]
112,112,001733.mp3,data\everything/001733.mp3,-1.8413259144987264,1.644615069060866,1.3572167173363054,Keinsein,Teeth Mountain,Teeth Mtn CD-R,Experimental,3.0,30.04,256.0,962021.0,2007-01-01T00:00:00,Teeth Mountain,[0.79376  0.880678 0.120005 1.      ]
113,113,001735.mp3,data\everything/001735.mp3,-0.902377267080076,0.973756028763874,-0.6168363116133098,Ghost Science,Teeth Mountain,Teeth Mtn CD-R,Experimental,5.0,30.01,256.0,961195.0,2007-01-01T00:00:00,Teeth Mountain,[0.79376  0.880678 0.120005 1.      ]
114,114,001736.mp3,data\everything/001736.mp3,-3.166050862547559,2.641399268788393,1.0061999482991175,Soft Beast,Teeth Mountain,Teeth Mtn CD-R,Experimental,6.0,30.01,256.0,961190.0,2007-01-01T00:00:00,Teeth Mountain,[0.79376  0.880678 0.120005 1.      ]
115,115,001883.mp3,data\everything/001883.mp3,-4.29223579687966,-4.650263353512214,-1.861409497491269,I Do What I Do,The Yolks,Introducing The Yolks,Rock,0.0,30.04,160.0,601060.0,2008,,[0.149039 0.508051 0.55725  1.      ]
116,116,001891.mp3,data\everything/001891.mp3,-6.514521231583705,-0.0316887966678948,-2.173953901875801,Kids In Cars,Thee Oh Sees,Peanut Butter Oven EP,Rock,4.0,30.02,192.0,720648.0,2008,,[0.149039 0.508051 0.55725  1.      ]
117,117,001893.mp3,data\everything/001893.mp3,1.930177341366193,2.137536934337369,-2.321410302648029,Memories,Tommy Jay,Tommy Jay's Tall Tales Of Trauma,Folk,4.0,29.99,123.46516768292682,463469.0,1986-11-26T00:00:00,Tommy Jay,[0.283197 0.11568  0.436115 1.      ]
118,118,001924.mp3,data\everything/001924.mp3,0.70651861569864,-1.3200517654525052,-0.6146110521933342,Calling For You,The Twin Atlas,Inside the Skate Scandal,Folk,7.0,30.02,128.0,480519.0,2003,,[0.283197 0.11568  0.436115 1.      ]
119,119,001925.mp3,data\everything/001925.mp3,4.692274475149967,-3.031984644527707,0.8305307954250045,Happy At The Wheel,The Twin Atlas,Magic Car Wash,Folk,3.0,30.04,128.0,480981.0,2006,,[0.283197 0.11568  0.436115 1.      ]
120,120,001929.mp3,data\everything/001929.mp3,-0.0294678141057455,4.139035196213147,-0.1896929676091971,Buzz Chant,U.S. Girls,Spleencoffin presents: Ladyz in Noyz,Electronic,12.0,30.01,160.0,601019.0,2009-05-21T17:00:01,Spleen Coffin,[0.232815 0.732247 0.459277 1.      ]
121,121,001930.mp3,data\everything/001930.mp3,-3.2050075700010545,0.1714422291430559,0.6484909229110556,So Thereby...and furthermore...thus henceforth...Mono,Upsilon Acrux,Galapagos Momentum,Progressive,5.0,30.01,256.0,961196.0,2009-05-14T16:45:21,Upsilon Acrux,[0.89632  0.893616 0.096335 1.      ]
122,122,002012.mp3,data\everything/002012.mp3,-6.791937661206498,0.1128764996871378,-0.7656859389927573,The White Mice,White Mice,Assphixxxeateshun,Rock,2.0,30.04,256.0,961516.0,2005,,[0.149039 0.508051 0.55725  1.      ]
123,123,002096.mp3,data\everything/002096.mp3,-2.040330934684268,4.654229052371189,2.8273952943517693,title unknown,Grouper,1st CD-R,Experimental,1.0,30.01,256.0,961073.0,2009-04-05T09:04:35,,[0.79376  0.880678 0.120005 1.      ]
124,124,002097.mp3,data\everything/002097.mp3,0.5858279031772724,1.5634491535019546,-0.8858215805867862,my sweet miasma,hall of fame,paradise now,Folk,8.0,30.04,256.0,961568.0,,,[0.283197 0.11568  0.436115 1.      ]
125,125,002099.mp3,data\everything/002099.mp3,3.520484643012631,-2.4345237129412203,2.694970363745268,....like bacon sundays,luc,peaofthesea,Pop: Experimental,3.0,30.03,192.0,720938.0,2006,,[0.993248 0.906157 0.143936 1.      ]
126,126,505.mp3,data\everything/505.mp3,1.189054544284914,5.457019236853571,1.0159739351529218,,Arctic Monkeys,,,,253.78,192.0,6087712.0,,,"(1.0, 0.0, 0.0, 1.0)"
127,127,DoI.mp3,data\everything/DoI.mp3,-1.0941288193419778,0.4484600685238375,-0.2360322789411232,,Arctic Monkeys,,,,265.85,126.39013031836492,4200221.0,,,"(1.0, 0.0, 0.0, 1.0)"
128,128,September.mp3,data\everything/September.mp3,3.3638917782420608,-1.3774952685452262,0.6999853035786907,,Earth Wind and Fire,,,,215.17,137.6228458480029,3701687.0,,,"(1.0, 0.6470588235294118, 0.0, 1.0)"
